meteorite_name,id,recclass,mass (g),fall,year,reclat,reclong,geometry,continent,country
Dubrovnik,7736,L3-6,1900,Fell,1951,42.45833,18.44167,POINT (18.44167 42.45833),,
Dunbogan,7743,L6,30,Fell,1999,-31.66667,152.83333,POINT (152.83333 -31.66667),Oceania,Australia
Dundrum,7745,H5,2270,Fell,1865,52.55,-8.03333,POINT (-8.03333 52.55),Europe,Ireland
Dunhua,7749,Stone-uncl,,Fell,1976,43.33333,128.25,POINT (128.25 43.33333),Asia,China
Durala,7750,L6,13200,Fell,1815,30.3,76.63333,POINT (76.63333 30.3),Asia,India
Duruma,7752,L6,577,Fell,1853,-4,39.5,POINT (39.5 -4),Africa,Kenya
Duwun,7754,L6,2117,Fell,1943,33.43333,127.26667,POINT (127.26667 33.43333),,
Dwaleni,7755,H4-6,3230,Fell,1970,-27.2,31.31667,POINT (31.31667 -27.2),Africa,eSwatini
Dyalpur,7757,Ureilite,300,Fell,1872,26.25,82,POINT (82 26.25),Asia,India
Dyarrl Island,7758,Mesosiderite-A1,188,Fell,1933,-3,151,POINT (151 -3),,
Eagle,7760,EL6,10000,Fell,1947,40.78167,-96.47167,POINT (-96.47167 40.78167),North America,United States of America
Ehole,7774,H5,2400,Fell,1961,-17.3,15.83333,POINT (15.83333 -17.3),Africa,Angola
Eichstädt,7775,H5,3000,Fell,1785,48.9,11.21667,POINT (11.21667 48.9),Europe,Germany
Ekeby,7776,H4,3336,Fell,1939,56.03333,13,POINT (13 56.03333),Europe,Sweden
Ekh Khera,7777,H6,840,Fell,1916,28.26667,78.78333,POINT (78.78333 28.26667),Asia,India
El Idrissia,7807,L6,10000,Fell,1989,34.41667,3.25,POINT (3.25 34.41667),Africa,Algeria
El Paso de Aguila,45977,H5,17226,Fell,1977,25.37,-97.37,POINT (-97.37 25.37),North America,Mexico
El Tigre,7819,L6,5000,Fell,1993,19.96722,-103.05167,POINT (-103.05167 19.96722),North America,Mexico
Elbert,7822,LL6,680.5,Fell,1998,39.24667,-104.58817,POINT (-104.58817 39.24667),North America,United States of America
Elbogen,7823,"Iron, IID",107000,Fell,1399,50.18333,12.73333,POINT (12.73333 50.18333),Europe,Czechia
Elenovka,7824,L5,54640,Fell,1951,47.83333,37.66667,POINT (37.66667 47.83333),Europe,Ukraine
Ellemeet,10019,Diogenite,1470,Fell,1925,51.75,4,POINT (4 51.75),Europe,Netherlands
Emmaville,10033,Eucrite-mmict,127,Fell,1900,-29.46667,151.61667,POINT (151.61667 -29.46667),Oceania,Australia
Enshi,10038,H5,8000,Fell,1974,30.3,109.5,POINT (109.5 30.3),Asia,China
Ensisheim,10039,LL6,127000,Fell,1491,47.86667,7.35,POINT (7.35 47.86667),Europe,France
Épinal,10041,H5,277,Fell,1822,48.18333,6.46667,POINT (6.46667 48.18333),Europe,France
Erakot,10042,CM2,113,Fell,1940,19.03333,81.89167,POINT (81.89167 19.03333),Asia,India
Erevan,10043,Howardite,107.2,Fell,1911,40.3,44.5,POINT (44.5 40.3),Asia,Armenia
Ergheo,10044,L5,20000,Fell,1889,1.16667,44.16667,POINT (44.16667 1.16667),Africa,Somalia
Erxleben,10049,H6,2250,Fell,1812,52.21667,11.25,POINT (11.25 52.21667),Europe,Germany
Esnandes,10051,L6,1500,Fell,1837,46.25,-1.1,POINT (-1.1 46.25),Europe,France
Essebi,10055,C2-ung,500,Fell,1957,2.88333,30.83333,POINT (30.83333 2.88333),Africa,Uganda
Estherville,10059,Mesosiderite-A3/4,320000,Fell,1879,43.41667,-94.83333,POINT (-94.83333 43.41667),North America,United States of America
Farmington,10074,L5,89400,Fell,1890,39.75,-97.03333,POINT (-97.03333 39.75),North America,United States of America
Farmville,10075,H4,56000,Fell,1934,35.55,-77.53333,POINT (-77.53333 35.55),North America,United States of America
Favars,10078,H5,1500,Fell,1844,44.38333,2.81667,POINT (2.81667 44.38333),Europe,France
Fayetteville,10079,H4,2360,Fell,1934,36.05,-94.16667,POINT (-94.16667 36.05),North America,United States of America
Feid Chair,10080,H4,380,Fell,1875,36.88333,8.45,POINT (8.45 36.88333),Africa,Tunisia
Felix,10081,CO3.3,3200,Fell,1900,32.53333,-87.16667,POINT (-87.16667 32.53333),North America,United States of America
Fenghsien-Ku,10086,H5,82,Fell,1924,34.6,116.75,POINT (116.75 34.6),Asia,China
Ferguson,10088,OC,220,Fell,1889,36.1,-81.41667,POINT (-81.41667 36.1),North America,United States of America
Fermo,10091,H3-5,10200,Fell,1996,43.18111,13.75333,POINT (13.75333 43.18111),Europe,Italy
Fisher,10107,L6,17600,Fell,1894,47.81667,-96.85,POINT (-96.85 47.81667),North America,United States of America
Florence,10111,H3,3640,Fell,1922,30.83333,-97.76667,POINT (-97.76667 30.83333),North America,United States of America
Forest City,10119,H5,152000,Fell,1890,43.25,-93.66667,POINT (-93.66667 43.25),North America,United States of America
Forest Vale,10120,H4,26000,Fell,1942,-33.35,146.85833,POINT (146.85833 -33.35),Oceania,Australia
Forksville,10123,L6,6067,Fell,1924,36.78333,-78.08333,POINT (-78.08333 36.78333),North America,United States of America
Forsbach,10163,H6,240,Fell,1900,50.95,7.31667,POINT (7.31667 50.95),Europe,Germany
Forsyth,10164,L6,16300,Fell,1829,33.01667,-83.96667,POINT (-83.96667 33.01667),North America,United States of America
Fort Flatters,10166,Stone-uncl,,Fell,1944,28.25,7,POINT (7 28.25),Africa,Algeria
Frankfort (stone),10177,Howardite,650,Fell,1868,34.48333,-87.83333,POINT (-87.83333 34.48333),North America,United States of America
Fuhe,52412,L5,23000,Fell,1945,31.47556,113.56694,POINT (113.56694 31.47556),Asia,China
Fukutomi,10836,L5,11620,Fell,1882,33.18333,130.2,POINT (130.2 33.18333),Asia,Japan
Fünen,10838,Stone-uncl,,Fell,1654,55.33333,10.33333,POINT (10.33333 55.33333),,
Futtehpur,10839,L6,4000,Fell,1822,25.95,80.81667,POINT (80.81667 25.95),Asia,India
Fuyang,10840,Stone-uncl,2500,Fell,1977,32.9,115.9,POINT (115.9 32.9),Asia,China
Galapian,10846,H6,132.7,Fell,1826,44.3,0.4,POINT (0.4 44.3),Europe,France
Galim (a),10848,LL6,36.1,Fell,1952,7.05,12.43333,POINT (12.43333 7.05),Africa,Cameroon
Galkiv,10850,H4,5000,Fell,1995,51.68333,30.78333,POINT (30.78333 51.68333),Europe,Ukraine
Gambat,10851,L6,6400,Fell,1897,27.35,68.53333,POINT (68.53333 27.35),Asia,Pakistan
Gao-Guenie,10854,H5,,Fell,1960,11.65,-2.18333,POINT (-2.18333 11.65),Africa,Burkina Faso
Garhi Yasin,10860,"Iron, IIE",380,Fell,1917,27.88333,68.53333,POINT (68.53333 27.88333),Asia,Pakistan
Garland,10861,Diogenite-pm,102,Fell,1950,41.68333,-112.13333,POINT (-112.13333 41.68333),North America,United States of America
Gashua,44882,L6,4162,Fell,1984,12.85,11.03333,POINT (11.03333 12.85),Africa,Nigeria
Gasseltepaoua,10866,H5,,Fell,2000,14.15083,-2.04167,POINT (-2.04167 14.15083),Africa,Burkina Faso
Geidam,10870,H5,725,Fell,1950,12.91667,11.91667,POINT (11.91667 12.91667),Africa,Nigeria
Gifu,10914,L6,14290,Fell,1909,35.53333,136.88333,POINT (136.88333 35.53333),Asia,Japan
Girgenti,10917,L6,18000,Fell,1853,37.31667,13.56667,POINT (13.56667 37.31667),Europe,Italy
Git-Git,10919,L6,480,Fell,1947,9.6,9.91667,POINT (9.91667 9.6),Africa,Nigeria
Glanerbrug,10923,L/LL5,670,Fell,1990,52.2,6.86667,POINT (6.86667 52.2),Europe,Germany
Glanggang,10924,H5-6,1303,Fell,1939,-7.25,107.7,POINT (107.7 -7.25),Asia,Indonesia
Glasatovo,10926,H4,152000,Fell,1918,57.35,37.61667,POINT (37.61667 57.35),Europe,Russia
Glatton,10930,L6,767,Fell,1991,52.45972,-0.3,POINT (-0.3 52.45972),Europe,United Kingdom
Gnadenfrei,10936,H5,1750,Fell,1879,50.66667,16.76667,POINT (16.76667 50.66667),Europe,Poland
Gopalpur,10948,H6,1600,Fell,1865,24.23333,89.05,POINT (89.05 24.23333),Asia,Bangladesh
Gorlovka,10949,H3.7,3618,Fell,1974,48.28333,38.08333,POINT (38.08333 48.28333),Europe,Ukraine
Granes,10956,L6,9000,Fell,1964,42.9,2.25,POINT (2.25 42.9),Europe,France
Grefsheim,11196,L5,45.5,Fell,1976,60.66667,11,POINT (11 60.66667),Europe,Norway
Grimsby,50911,H5,215,Fell,2009,43.2,-79.61667,POINT (-79.61667 43.2),North America,Canada
Grosnaja,11206,CV3,3500,Fell,1861,43.66667,45.38333,POINT (45.38333 43.66667),Europe,Russia
Gross-Divina,11207,H5,10500,Fell,1837,49.26667,18.71667,POINT (18.71667 49.26667),Europe,Slovakia
Grossliebenthal,11208,L6,8000,Fell,1881,46.35,30.58333,POINT (30.58333 46.35),Europe,Ukraine
Grüneberg,11426,H4,1000,Fell,1841,51.93333,15.5,POINT (15.5 51.93333),Europe,Poland
Grzempach,11429,H5,690,Fell,1910,52.86667,16.63333,POINT (16.63333 52.86667),Europe,Poland
Gualeguaychú,11432,H6,22000,Fell,1932,-33,-58.61667,POINT (-58.61667 -33),South America,Argentina
Guangmingshan,11435,H5,2910,Fell,1996,39.80417,122.76389,POINT (122.76389 39.80417),Asia,China
Guangnan,11436,L6,,Fell,1983,24.1,105,POINT (105 24.1),Asia,China
Guangrao,11437,L6,1900,Fell,1980,37.1,118.4,POINT (118.4 37.1),Asia,China
Guareña,11439,H6,39000,Fell,1892,38.73333,-6.01667,POINT (-6.01667 38.73333),Europe,Spain
Guêa,11440,Stone-uncl,1915,Fell,1891,43.76667,20.23333,POINT (20.23333 43.76667),Europe,Serbia
Guibga,11442,L5,288,Fell,1972,13.5,-0.68333,POINT (-0.68333 13.5),Africa,Burkina Faso
Guidder,11443,LL5,968,Fell,1949,9.91667,13.98333,POINT (13.98333 9.91667),Africa,Cameroon
Gujargaon,11448,H5,2449,Fell,1982,22.98333,76.05,POINT (76.05 22.98333),Asia,India
Gujba,11449,CBa,100000,Fell,1984,11.49167,11.65833,POINT (11.65833 11.49167),Africa,Nigeria
Gumoschnik,11450,H5,5700,Fell,1904,42.9,24.7,POINT (24.7 42.9),Europe,Bulgaria
Gurram Konda,11464,L6,28,Fell,1814,13.78333,78.56667,POINT (78.56667 13.78333),Asia,India
Gursum,11465,H4/5,34650,Fell,1981,9.36667,42.41667,POINT (42.41667 9.36667),Africa,Ethiopia
Gütersloh,11466,H3/4,1000,Fell,1851,51.91667,8.38333,POINT (8.38333 51.91667),Europe,Germany
Gyokukei,11467,OC,1320,Fell,1930,35,127.5,POINT (127.5 35),Asia,South Korea
Hachi-oji,11468,H?,0.2,Fell,1817,35.65,139.33333,POINT (139.33333 35.65),Asia,Japan
Hainaut,11472,H3-6,9000,Fell,1934,50.31667,3.73333,POINT (3.73333 50.31667),Europe,Belgium
Hallingeberg,11479,L3.4,1456,Fell,1944,57.81667,16.23333,POINT (16.23333 57.81667),Europe,Sweden
Hamlet,11485,LL4,3710,Fell,1959,41.38333,-86.6,POINT (-86.6 41.38333),North America,United States of America
Haraiya,11824,Eucrite-mmict,1000,Fell,1878,26.8,82.53333,POINT (82.53333 26.8),Asia,India
Haripura,11829,CM2,315,Fell,1921,28.38333,75.78333,POINT (75.78333 28.38333),Asia,India
Harleton,11830,L6,8360,Fell,1961,32.675,-94.51167,POINT (-94.51167 32.675),North America,United States of America
Harrison County,11842,L6,680,Fell,1859,38.25,-86.16667,POINT (-86.16667 38.25),North America,United States of America
Hashima,11848,H4,1110.6,Fell,1910,35.2945,136.70033,POINT (136.70033 35.2945),Asia,Japan
Hassi-Jekna,11852,"Iron, IAB-sHL",1250,Fell,1890,28.95,0.81667,POINT (0.81667 28.95),Africa,Algeria
Hatford,11855,Stone-uncl,29000,Fell,1628,51.65,-1.51667,POINT (-1.51667 51.65),Europe,United Kingdom
Haverö,11859,Ureilite,1544,Fell,1971,60.24556,22.06194,POINT (22.06194 60.24556),,
Hedeskoga,11869,H5,3500,Fell,1922,55.46667,13.78333,POINT (13.78333 55.46667),Europe,Sweden
Hedjaz,11870,L3.7-6,6100,Fell,1910,27.33333,35.66667,POINT (35.66667 27.33333),,
Heredia,11875,H5,1000,Fell,1857,10,-84.1,POINT (-84.1 10),North America,Costa Rica
Hessle,11878,H5,20000,Fell,1869,59.85,17.66667,POINT (17.66667 59.85),Europe,Sweden
Higashi-koen,11883,H5,750,Fell,1897,33.6,130.43333,POINT (130.43333 33.6),Asia,Japan
High Possil,11884,L6,4500,Fell,1804,55.9,-4.23333,POINT (-4.23333 55.9),Europe,United Kingdom
Hiroshima,11889,H5,414,Fell,2003,34.45,132.38333,POINT (132.38333 34.45),Asia,Japan
Hoima,44714,H6,167.7,Fell,2003,1.345,31.47278,POINT (31.47278 1.345),Africa,Uganda
Hökmark,11893,L4,305.5,Fell,1954,64.43333,21.2,POINT (21.2 64.43333),Europe,Sweden
Holbrook,11894,L/LL6,220000,Fell,1912,34.9,-110.18333,POINT (-110.18333 34.9),North America,United States of America
Holetta,11895,Stone-uncl,1415,Fell,1923,9.06667,38.41667,POINT (38.41667 9.06667),Africa,Ethiopia
Homestead,11901,L5,230000,Fell,1875,41.8,-91.86667,POINT (-91.86667 41.8),North America,United States of America
Honolulu,11904,L5,2420,Fell,1825,21.3,-157.86667,POINT (-157.86667 21.3),North America,United States of America
Hotse,11913,L6,180,Fell,1956,35.66667,115.5,POINT (115.5 35.66667),Asia,China
Hoxie,11915,OC,266.1,Fell,1963,39.35,-100.45,POINT (-100.45 39.35),North America,United States of America
Hraschina,11916,"Iron, IID",49000,Fell,1751,46.1,16.33333,POINT (16.33333 46.1),Europe,Croatia
Huaxi,54719,H5,1600,Fell,2010,26.46469,106.63241,POINT (106.63241 26.46469),Asia,China
Hungen,11986,H6,112,Fell,1877,50.3,8.91667,POINT (8.91667 50.3),Europe,Germany
Hvittis,11989,EL6,14000,Fell,1901,61.18333,22.68333,POINT (22.68333 61.18333),Europe,Finland
Ibbenbüren,11992,Diogenite,2000,Fell,1870,52.28333,7.7,POINT (7.7 52.28333),Europe,Germany
Ibitira,11993,Eucrite-mmict,2500,Fell,1957,-20,-45,POINT (-45 -20),South America,Brazil
Ibrisim,11994,OC,,Fell,1949,38,35,POINT (35 38),Asia,Turkey
Ichkala,11995,H6,3973,Fell,1936,58.2,82.93333,POINT (82.93333 58.2),Europe,Russia
Idutywa,12000,H5,3457,Fell,1956,-32.1,28.33333,POINT (28.33333 -32.1),Africa,South Africa
Iguaracu,12003,H5,1200,Fell,1977,-23.2,-51.83333,POINT (-51.83333 -23.2),South America,Brazil
Ijopega,12004,H6,7330,Fell,1975,-6.03333,145.36667,POINT (145.36667 -6.03333),Oceania,Papua New Guinea
Indarch,12027,EH4,27000,Fell,1891,39.75,46.66667,POINT (46.66667 39.75),Asia,Azerbaijan
Independence,12028,L6,880,Fell,1917,39.08333,-94.4,POINT (-94.4 39.08333),North America,United States of America
Inner Mongolia,12037,L6,3000,Fell,1963,41,112,POINT (112 41),Asia,China
Innisfree,12039,L5,4576,Fell,1977,53.415,-111.3375,POINT (-111.3375 53.415),North America,Canada
Ipiranga,12043,H6,7000,Fell,1972,-25.5,-54.5,POINT (-54.5 -25.5),South America,Brazil
Ishinga,12049,H,1300,Fell,1954,-8.93333,33.8,POINT (33.8 -8.93333),Africa,Tanzania
Isthilart,12053,H5,3050,Fell,1928,-31.18333,-57.95,POINT (-57.95 -31.18333),South America,Argentina
Itapicuru-Mirim,12056,H5,2024,Fell,1879,-3.4,-44.33333,POINT (-44.33333 -3.4),South America,Brazil
Itqiy,12058,EH7-an,4720,Fell,1990,26.59083,-12.95217,POINT (-12.95217 26.59083),Africa,Morocco
Ivuna,12063,CI1,704.5,Fell,1938,-8.41667,32.43333,POINT (32.43333 -8.41667),Africa,Tanzania
Jackalsfontein,12065,L6,48000,Fell,1903,-32.5,21.9,POINT (21.9 -32.5),Africa,South Africa
Jajh deh Kot Lalu,12067,EL6,973,Fell,1926,26.75,68.41667,POINT (68.41667 26.75),Asia,Pakistan
Jalandhar,12069,Iron,1967,Fell,1621,31,75,POINT (75 31),Asia,India
Jamkheir,12072,H6,22,Fell,1866,18.75,75.33333,POINT (75.33333 18.75),Asia,India
Jartai,12074,L6,20500,Fell,1979,39.7,105.8,POINT (105.8 39.7),Asia,China
Jelica,12078,LL6,34000,Fell,1889,43.83333,20.44167,POINT (20.44167 43.83333),Europe,Serbia
Jesenice,51589,L6,3667,Fell,2009,46.42137,14.05217,POINT (14.05217 46.42137),Europe,Slovenia
Jhung,12085,L5,5900,Fell,1873,31.3,72.38333,POINT (72.38333 31.3),Asia,Pakistan
Jiange,12086,H5,222,Fell,1964,31.91667,104.91667,POINT (104.91667 31.91667),Asia,China
Jianshi,12087,"Iron, IIIAB",600000,Fell,1890,30.80833,109.5,POINT (109.5 30.80833),Asia,China
Jilin,12171,H5,4000000,Fell,1976,44.05,126.16667,POINT (126.16667 44.05),Asia,China
Jodiya,47362,L5,100,Fell,2006,22.68,70.31333,POINT (70.31333 22.68),Asia,India
Jodzie,12173,Howardite,30,Fell,1877,55.7,24.4,POINT (24.4 55.7),Europe,Lithuania
Johnstown,12198,Diogenite,40300,Fell,1924,40.35,-104.9,POINT (-104.9 40.35),North America,United States of America
Jolomba,12199,LL6,483,Fell,1974,-11.85,15.83333,POINT (15.83333 -11.85),Africa,Angola
Jonzac,12202,Eucrite-mmict,5000,Fell,1819,45.43333,-0.45,POINT (-0.45 45.43333),Europe,France
Juancheng,12203,H5,100000,Fell,1997,35.5,115.41667,POINT (115.41667 35.5),Asia,China
Judesegeri,12207,H6,680,Fell,1876,12.85,76.8,POINT (76.8 12.85),Asia,India
Jumapalo,12209,L6,32490,Fell,1984,-7.71667,111.2,POINT (111.2 -7.71667),Asia,Indonesia
Junan,12210,L6,950,Fell,1976,35.2,118.8,POINT (118.8 35.2),Asia,China
Juromenha,12213,"Iron, IIIAB",25250,Fell,1968,38.74028,-7.27,POINT (-7.27 38.74028),Europe,Portugal
Juvinas,12214,Eucrite-mmict,91000,Fell,1821,44.71667,4.3,POINT (4.3 44.71667),Europe,France
Kaba,12218,CV3,3000,Fell,1857,47.35,21.3,POINT (21.3 47.35),Europe,Hungary
Kabo,12220,H4,13400,Fell,1971,11.85,8.21667,POINT (8.21667 11.85),Africa,Nigeria
Kadonah,12221,H6,89,Fell,1822,27.08333,78.33333,POINT (78.33333 27.08333),Asia,India
Kaee,12222,H5,230,Fell,1838,27.25,79.96667,POINT (79.96667 27.25),Asia,India
Kagarlyk,12227,L6,1900,Fell,1908,49.86667,30.83333,POINT (30.83333 49.86667),Europe,Ukraine
Kaidun,12228,CR2,2000,Fell,1980,15,48.3,POINT (48.3 15),Asia,Yemen
Kainsaz,12229,CO3.2,200000,Fell,1937,55.43333,53.25,POINT (53.25 55.43333),Europe,Russia
Kakangari,12230,K3,350,Fell,1890,12.38333,78.51667,POINT (78.51667 12.38333),Asia,India
Kakowa,12231,L6,577,Fell,1858,45.13333,21.66667,POINT (21.66667 45.13333),Europe,Romania
Kalaba,12232,H4,950,Fell,1951,-6.83333,29.5,POINT (29.5 -6.83333),Africa,Dem. Rep. Congo
Kalumbi,12236,L6,4500,Fell,1879,17.83333,73.98333,POINT (73.98333 17.83333),Asia,India
Kamalpur,12238,L6,2770,Fell,1942,26.03333,81.46667,POINT (81.46667 26.03333),Asia,India
Kamiomi,12240,H5,448,Fell,1913,36.04167,139.95667,POINT (139.95667 36.04167),Asia,Japan
Kamsagar,12241,L6,1293,Fell,1902,14.18333,75.8,POINT (75.8 14.18333),Asia,India
Kandahar (Afghanistan),12243,L6,299,Fell,1959,31.6,65.78333,POINT (65.78333 31.6),Asia,Afghanistan
Kangean,12245,H5,1630,Fell,1908,-7,115.5,POINT (115.5 -7),,
Kangra Valley,12246,H5,400,Fell,1897,32.08333,76.3,POINT (76.3 32.08333),Asia,India
Kapoeta,12251,Howardite,11355,Fell,1942,4.7,33.63333,POINT (33.63333 4.7),Africa,S. Sudan
Kaprada,47357,L5/6,1600,Fell,2004,20.33916,73.22329,POINT (73.22329 20.33916),Asia,India
Kaptal-Aryk,12253,L6,3500,Fell,1937,42.45,73.36667,POINT (73.36667 42.45),Asia,Kyrgyzstan
Karakol,12256,LL6,3000,Fell,1840,47.21667,81.01667,POINT (81.01667 47.21667),Asia,Kazakhstan
Karatu,12258,LL6,2220,Fell,1963,-3.5,35.58333,POINT (35.58333 -3.5),Africa,Tanzania
Karewar,12260,L6,180,Fell,1949,12.9,7.15,POINT (7.15 12.9),Africa,Nigeria
Karkh,12262,L6,22000,Fell,1905,27.8,67.16667,POINT (67.16667 27.8),Asia,Pakistan
Karloowala,12263,L6,2950,Fell,1955,31.58333,71.6,POINT (71.6 31.58333),Asia,Pakistan
Karoonda,12264,CK4,41730,Fell,1930,-35.08333,139.91667,POINT (139.91667 -35.08333),Oceania,Australia
Kasamatsu,12266,H,710,Fell,1938,35.36667,136.76667,POINT (136.76667 35.36667),Asia,Japan
Kasauli,30740,H4,16820,Fell,2003,29.58333,77.58333,POINT (77.58333 29.58333),Asia,India
Katagum,35465,L6,1500,Fell,1999,11.33333,10.08333,POINT (10.08333 11.33333),Africa,Nigeria
Kavarpura,47351,"Iron, IIE-an",6800,Fell,2006,25.14333,75.81333,POINT (75.81333 25.14333),Asia,India
Kayakent,12268,"Iron, IIIAB",85000,Fell,1961,39.26333,31.78,POINT (31.78 39.26333),Asia,Turkey
Kediri,12270,L4,3300,Fell,1940,-7.75,112.01667,POINT (112.01667 -7.75),Asia,Indonesia
Kemer,53654,L4,5760,Fell,2008,36.54194,29.41822,POINT (29.41822 36.54194),Asia,Turkey
Kendleton,12275,L4,6937,Fell,1939,29.45,-96,POINT (-96 29.45),North America,United States of America
Kendrapara,12276,H4-5,6669.2,Fell,2003,20.4625,86.70278,POINT (86.70278 20.4625),Asia,India
Kerilis,12282,H5,5000,Fell,1874,48.4,-3.3,POINT (-3.3 48.4),Europe,France
Kernouve,12284,H6,80000,Fell,1869,48.11667,-3.08333,POINT (-3.08333 48.11667),Europe,France
Kesen,12286,H4,135000,Fell,1850,38.98333,141.61667,POINT (141.61667 38.98333),Asia,Japan
Khairpur,12288,EL6,13600,Fell,1873,29.53333,72.3,POINT (72.3 29.53333),Asia,Pakistan
Khanpur,12289,LL5,3698,Fell,1932,25.55,83.11667,POINT (83.11667 25.55),Asia,India
Kharkov,12291,L6,1500,Fell,1787,50.625,35.075,POINT (35.075 50.625),Europe,Ukraine
Kheragur,12294,L6,450,Fell,1860,26.95,77.88333,POINT (77.88333 26.95),Asia,India
Khetri,12296,H6,100,Fell,1867,28.01667,75.81667,POINT (75.81667 28.01667),Asia,India
Khmelevka,12297,L5,6109,Fell,1929,56.75,75.33333,POINT (75.33333 56.75),Europe,Russia
Khohar,12298,L3.6,9700,Fell,1910,25.1,81.53333,POINT (81.53333 25.1),Asia,India
Khor Temiki,12299,Aubrite,3200,Fell,1932,16,36,POINT (36 16),Africa,Sudan
Kidairat,12300,H6,100000,Fell,1983,14,28,POINT (28 14),Africa,Sudan
Kiel,12301,L6,737.6,Fell,1962,54.4,10.15,POINT (10.15 54.4),Europe,Germany
Kiffa,12303,H5,1500,Fell,1970,16.58333,-11.33333,POINT (-11.33333 16.58333),Africa,Mauritania
Kijima (1906),12305,Stone-uncl,331,Fell,1906,36.85,138.38333,POINT (138.38333 36.85),Asia,Japan
Kikino,12306,H6,195,Fell,1809,55,34,POINT (34 55),Europe,Russia
Kilabo,12307,LL6,19000,Fell,2002,12.76667,9.8,POINT (9.8 12.76667),Africa,Nigeria
Kilbourn,12308,H5,772,Fell,1911,43.58333,-89.6,POINT (-89.6 43.58333),North America,United States of America
Killeter,12309,H6,140,Fell,1844,54.66667,-7.66667,POINT (-7.66667 54.66667),Europe,Ireland
Kingai,12316,H6,67.4,Fell,1967,11.63333,24.68333,POINT (24.68333 11.63333),Africa,Sudan
Kirbyville,12321,Eucrite-mmict,97.7,Fell,1906,30.75,-95.95,POINT (-95.95 30.75),North America,United States of America
Kisvarsány,12325,L6,1550,Fell,1914,48.16667,22.30833,POINT (22.30833 48.16667),Europe,Hungary
Kitchener,12326,L6,202.6,Fell,1998,43.38333,-80.38333,POINT (-80.38333 43.38333),North America,Canada
Klein-Wenden,12332,H6,3250,Fell,1843,51.6,10.8,POINT (10.8 51.6),Europe,Germany
Knyahinya,12335,L/LL5,500000,Fell,1866,48.9,22.4,POINT (22.4 48.9),Europe,Ukraine
Kobe,12336,CK4,136,Fell,1999,34.73333,135.16667,POINT (135.16667 34.73333),Asia,Japan
Kokubunji,12342,L6,11510,Fell,1986,34.3,133.95,POINT (133.95 34.3),Asia,Japan
Komagome,12343,Iron,238,Fell,1926,35.73333,139.75,POINT (139.75 35.73333),Asia,Japan
Konovo,12344,LL5,90,Fell,1931,42.51667,26.16667,POINT (26.16667 42.51667),Europe,Bulgaria
Košice,53810,H5,4300,Fell,2010,48.76367,21.17633,POINT (21.17633 48.76367),Europe,Slovakia
Krähenberg,12353,LL5,16500,Fell,1869,49.32694,7.46472,POINT (7.46472 49.32694),Europe,Germany
Krasnoi-Ugol,12355,L6,2440,Fell,1829,54.03333,40.9,POINT (40.9 54.03333),Europe,Russia
